,Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,Standardized_SMILES,Standardized_InChI,DICTrank,name,Cardiotoxicity,CT label
394,ibrance,palbociclib,palbociclib,no,CC(=O)c1c(C)c2c[n-]c(=Nc3ccc(N4CC[NH2+]CC4)cn3)nc2n(C2CCCC2)c1=O,"InChI=1S/C24H29N7O2/c1-15-19-14-27-24(28-20-8-7-18(13-26-20)30-11-9-25-10-12-30)29-22(19)31(17-5-3-4-6-17)23(33)21(15)16(2)32/h7-8,13-14,17,25H,3-6,9-12H2,1-2H3,(H,26,27,28,29,32,33)",0,palbociclib,,CLINICAL PHARMACOLOGY
395,elmiron,pentosan polysulfate sodium,pentosan polysulfate sodium,no,O=S(=O)([O-])OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)[O-])C2OS(=O)(=O)[O-])C1OS(=O)(=O)[O-],"InChI=1S/C10H18O21S4/c11-3-1-26-10(8(31-35(22,23)24)5(3)28-32(13,14)15)27-4-2-25-9(12)7(30-34(19,20)21)6(4)29-33(16,17)18/h3-12H,1-2H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)/p-4",0,pentosan polysulfate sodium,,no
396,hiprex,methenamine hippurate,methenamine hippurate,no,O=C([O-])CNC(=O)c1ccccc1,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)/p-1",0,methenamine hippurate,,no
397,capastat sulfate,capreomycin,capreomycin sulfate,no,NC(=O)N=CC1NC(=O)C(CNC(=O)CC([NH3+])CCC[NH3+])NC(=O)C(CO)NC(=O)C([NH3+])CNC(=O)C(C2CC[NH+]=C(N)N2)NC1=O,"InChI=1S/C25H44N14O8/c26-4-1-2-11(27)6-17(41)32-8-14-20(43)35-15(9-34-25(30)47)21(44)39-18(13-3-5-31-24(29)38-13)23(46)33-7-12(28)19(42)37-16(10-40)22(45)36-14/h9,11-16,18,40H,1-8,10,26-28H2,(H2,30,47)(H,32,41)(H,33,46)(H,35,43)(H,36,45)(H,37,42)(H,39,44)(H3,29,31,38)/p+4",0,capreomycin,,no
398,diacomit,stiripentol,stiripentol,no,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,"InChI=1S/C14H18O3/c1-14(2,3)13(15)7-5-10-4-6-11-12(8-10)17-9-16-11/h4-8,13,15H,9H2,1-3H3",0,stiripentol,,no
399,cefizox,ceftizoxime sodium,ceftizoxime sodium,no,CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=CCSC12)c1csc(=N)[n-]1,"InChI=1S/C13H13N5O5S2/c1-23-17-7(5-4-25-13(14)15-5)9(19)16-8-10(20)18-6(12(21)22)2-3-24-11(8)18/h2,4,8,11H,3H2,1H3,(H4,14,15,16,19,21,22)/p-1",0,ceftizoxime sodium,,no
400,glofil-125,sodium iothalamate i-125 injection,iothalamate sodium i-125,no,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,"InChI=1S/C11H9I3N2O4/c1-3(17)16-9-7(13)4(10(18)15-2)6(12)5(8(9)14)11(19)20/h1-2H3,(H,15,18)(H,16,17)(H,19,20)/p-1",0,sodium iothalamate i-125 injection,,no
401,isosulfan blue,isosulfan blue,isosulfan blue,no,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1,"InChI=1S/C27H32N2O6S2/c1-5-28(6-2)22-13-9-20(10-14-22)27(21-11-15-23(16-12-21)29(7-3)8-4)25-19-24(36(30,31)32)17-18-26(25)37(33,34)35/h9-19H,5-8H2,1-4H3,(H-,30,31,32,33,34,35)/p-1",0,isosulfan blue,,no
402,fulvestrant,fulvestrant,fulvestrant,no,CC12CCC3c4ccc([O-])cc4CC(CCCCCCCCC[S+](O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,"InChI=1S/C32H47F5O3S/c1-30-17-15-26-25-12-11-24(38)21-23(25)20-22(29(26)27(30)13-14-28(30)39)10-7-5-3-2-4-6-8-18-41(40)19-9-16-31(33,34)32(35,36)37/h11-12,21-22,26-29,39-40H,2-10,13-20H2,1H3",0,fulvestrant,,no
403,levonorgestrel,levonorgestrel,levonorgestrel,no,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,"InChI=1S/C21H28O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,5,16-19,23H,3,6-13H2,1H3",0,levonorgestrel,,no
404,jencycla,norethindrone,norethindrone,no,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,4,15-18,22H,5-12H2,2H3",0,norethindrone,,no
405,slynd,drospirenone,drospirenone,no,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3",0,drospirenone,,no
406,cerianna,fluoroestradiol f 18,fluoroestradiol f-18,no,CC12CCC3c4ccc([O-])cc4CCC3C1CC(F)C2O,"InChI=1S/C18H23FO2/c1-18-7-6-13-12-5-3-11(20)8-10(12)2-4-14(13)15(18)9-16(19)17(18)21/h3,5,8,13-17,20-21H,2,4,6-7,9H2,1H3/p-1",0,fluoroestradiol f 18,,no
407,tpoxx,tecovirimat monohydrate,tecovirimat monohydrate,no,O=C(Nn1c([O-])c2c(c1[O-])C1C=CC2C2CC12)c1ccc(C(F)(F)F)cc1,"InChI=1S/C19H15F3N2O3/c20-19(21,22)9-3-1-8(2-4-9)16(25)23-24-17(26)14-10-5-6-11(13-7-12(10)13)15(14)18(24)27/h1-6,10-13,26-27H,7H2,(H,23,25)/p-2",0,tecovirimat monohydrate,,CLINICAL PHARMACOLOGY
408,ascor,ascorbic acid,ascorbic acid,no,[O-]c1oc(C(O)CO)c([O-])c1[O-],"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,7-11H,1H2/p-3",0,ascorbic acid,,no
409,gemtesa,vibegron,vibegron,no,O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)[NH2+]2)cc1)C1CCc2nccc(=O)n21,"InChI=1S/C26H28N4O3/c31-24-14-15-27-23-13-12-22(30(23)24)26(33)29-19-8-6-17(7-9-19)16-20-10-11-21(28-20)25(32)18-4-2-1-3-5-18/h1-9,14-15,20-22,25,28,32H,10-13,16H2,(H,29,33)/p+1",0,vibegron,,CLINICAL PHARMACOLOGY
410,cholbam,cholic acid,cholic acid,no,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/p-1",0,cholic acid,,no
411,ocaliva,obeticholic acid,obeticholic acid,no,CCC1C(O)C2C3CCC(C(C)CCC(=O)[O-])C3(C)CCC2C2(C)CCC(O)CC12,"InChI=1S/C26H44O4/c1-5-17-21-14-16(27)10-12-26(21,4)20-11-13-25(3)18(15(2)6-9-22(28)29)7-8-19(25)23(20)24(17)30/h15-21,23-24,27,30H,5-14H2,1-4H3,(H,28,29)/p-1",0,obeticholic acid,,CLINICAL PHARMACOLOGY
412,valstar,valrubicin,valrubicin,no,CCCCC(=O)OCC(=O)C1(O)C=C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)c2c(c([O-])c3c([O-])c4cccc(OC)c4c([O-])c3c2[O-])C1,"InChI=1S/C34H36F3NO13/c1-4-5-9-21(40)49-13-20(39)33(47)11-16-24(19(12-33)51-22-10-17(27(41)14(2)50-22)38-32(46)34(35,36)37)31(45)26-25(29(16)43)28(42)15-7-6-8-18(48-3)23(15)30(26)44/h6-8,12,14,17,22,27,41-45,47H,4-5,9-11,13H2,1-3H3,(H,38,46)/p-4",0,valrubicin,,no
413,radiogardase,prussian blue insoluble capsules,ferric ferrocyanide,no,C#N,InChI=1S/CHN/c1-2/h1H,0,prussian blue insoluble capsules,,no
414,livmarli,maralixibat chloride,maralixibat chloride,no,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2C(c2ccc(OCc3ccc(C[N+]45CC[NH+](CC4)CC5)cc3)cc2)C1O,"InChI=1S/C40H56N3O4S/c1-5-7-19-40(20-8-6-2)30-48(45,46)37-18-15-34(41(3)4)27-36(37)38(39(40)44)33-13-16-35(17-14-33)47-29-32-11-9-31(10-12-32)28-43-24-21-42(22-25-43)23-26-43/h9-18,27,38-39,44H,5-8,19-26,28-30H2,1-4H3/q+1/p+1",0,maralixibat chloride,,no
415,pryidostigmine bromide,pyridostigmine bromide,pyridostigmine bromide,no,C[n+]1cccc(OC(=O)[NH+](C)C)c1,"InChI=1S/C9H13N2O2/c1-10(2)9(12)13-8-5-4-6-11(3)7-8/h4-7H,1-3H3/q+1/p+1",0,pyridostigmine bromide,,no
416,ridaura,auranofin,auranofin,no,CC(=O)OCC1OC(S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,"InChI=1S/C14H20O9S/c1-6(15)19-5-10-11(20-7(2)16)12(21-8(3)17)13(14(24)23-10)22-9(4)18/h10-14,24H,5H2,1-4H3",0,auranofin,,no
417,tauvid,flortaucipir f-18,flortaucipir f-18,no,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,"InChI=1S/C16H10FN3/c17-16-4-2-11(8-19-16)10-1-3-12-13-9-18-6-5-14(13)20-15(12)7-10/h1-9,20H",0,flortaucipir f-18,,no
418,indium in 111 oxyquinoline,indium in-111 oxyquinoline,indium in-111 oxyquinoline,no,[O-]c1cccc2cccnc12,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H/p-1",0,indium in-111 oxyquinoline,,no
419,accrufer,ferric maltol,ferric maltol,no,Cc1occc(=O)c1[O-],"InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3/p-1",0,ferric maltol,,no
420,livtencity,maribavir,maribavir,no,CC(C)N=c1[n-]c2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,"InChI=1S/C15H18Cl2N3O4/c1-6(2)18-15-19-9-3-7(16)8(17)4-10(9)20(15)14-13(23)12(22)11(5-21)24-14/h3-4,6,11-14,21-23H,5H2,1-2H3/q-1",0,maribavir,,CLINICAL PHARMACOLOGY
421,xofluza,baloxavir marboxil,baloxavir marboxil,no,COC(=O)OCOc1c2n(ccc1=O)[NH+](C1c3ccccc3SCc3c1ccc(F)c3F)C1COCC[NH+]1C2=O,"InChI=1S/C27H23F2N3O7S/c1-36-27(35)39-14-38-25-19(33)8-9-31-24(25)26(34)30-10-11-37-12-21(30)32(31)23-15-6-7-18(28)22(29)17(15)13-40-20-5-3-2-4-16(20)23/h2-9,21,23H,10-14H2,1H3/p+2",0,baloxavir marboxil,,CLINICAL PHARMACOLOGY
422,ic-green,indocyanine green,indocyanine green,no,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,"InChI=1S/C43H48N2O6S2/c1-42(2)38(44(28-14-16-30-52(46,47)48)36-26-24-32-18-10-12-20-34(32)40(36)42)22-8-6-5-7-9-23-39-43(3,4)41-35-21-13-11-19-33(35)25-27-37(41)45(39)29-15-17-31-53(49,50)51/h5-13,18-27H,14-17,28-31H2,1-4H3,(H-,46,47,48,49,50,51)/p-1",0,indocyanine green,,no
423,warfarin sodium,warfarin sodium,warfarin sodium,no,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3/p-1",0,warfarin sodium,,no
424,technescan hdp,technetium tc 99m oxidronate,oxidronate disodium,no,O=[P](=O)(O)C(O)[P](=O)(=O)O,"InChI=1S/CH4O7P2/c2-1(9(3,4)5)10(6,7)8/h1-2H,(H,3,4,5)(H,6,7,8)",0,technetium tc 99m oxidronate,,no
425,membraneblue,trypan blue,trypan blue,no,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3[O-])c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1[O-],"InChI=1S/C34H28N6O14S4/c1-15-7-17(3-5-25(15)37-39-31-27(57(49,50)51)11-19-9-21(55(43,44)45)13-23(35)29(19)33(31)41)18-4-6-26(16(2)8-18)38-40-32-28(58(52,53)54)12-20-10-22(56(46,47)48)14-24(36)30(20)34(32)42/h3-14,41-42H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)/p-6",0,trypan blue,,no
426,cefazolin,cefazolin,cefazolin sodium,no,Cc1nnc(SC=C2CSC3C(NC(=O)Cn4cnnn4)C(=O)[NH+]3C2C(=O)[O-])s1,"InChI=1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h4-5,9-10,12H,2-3H2,1H3,(H,16,23)(H,25,26)",0,cefazolin,,no
427,pipracil,piperacillin sodium,piperacillin sodium,no,CC[NH+]1CC[NH+](C(=O)NC(C(=O)NC2C(=O)[NH+]3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O,"InChI=1S/C23H27N5O7S/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34)/p+2",0,piperacillin sodium,,no
428,tivicay; tivicay pd,dolutegravir sodium,dolutegravir sodium,no,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)[NH+]12,"InChI=1S/C20H19F2N3O5/c1-10-4-5-30-15-9-24-8-13(17(26)18(27)16(24)20(29)25(10)15)19(28)23-7-11-2-3-12(21)6-14(11)22/h2-3,6,8,10,15,27H,4-5,7,9H2,1H3,(H,23,28)",0,dolutegravir sodium,,CLINICAL PHARMACOLOGY
429,nulibry,fosdenopterin hydrobromide,fosdenopterin hydrobromide,no,N=c1[n-]c2c(c(=O)[n-]1)[NH2+]C1C([NH2+]2)OC2COP([O])(=O)OC2C1(O)O,"InChI=1S/C10H12N5O8P/c11-9-14-6-3(7(16)15-9)12-4-8(13-6)22-2-1-21-24(19,20)23-5(2)10(4,17)18/h2,4-5,8,12,17-18H,1H2,(H3-,11,13,14,15,16)/q-1/p+1",0,fosdenopterin hydrobromide,,CLINICAL PHARMACOLOGY
430,cefuroxime sodium,cefuroxime sodium,cefuroxime sodium,no,CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)",0,cefuroxime sodium,,no
431,gavilax,gavilax,polyethylene glycol 3350,no,OCCO,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",0,gavilax,NA,NA
432,doptelet,avatrombopag maleate,avatrombopag maleate,no,O=C(N=c1[n-]c(-c2cc(Cl)cs2)c(N2CC[NH+](C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)[O-])CC2)c(Cl)c1,"InChI=1S/C29H34Cl2N6O3S2/c30-20-15-23(41-17-20)24-27(37-12-10-35(11-13-37)21-4-2-1-3-5-21)42-29(33-24)34-26(38)19-14-22(31)25(32-16-19)36-8-6-18(7-9-36)28(39)40/h14-18,21H,1-13H2,(H2,33,34,38,39,40)/p-1",0,avatrombopag maleate,,CLINICAL PHARMACOLOGY
433,nerlynx,neratinib,neratinib maleate,no,CCOc1cc2[n-]cc(C#N)c(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CC[NH+](C)C,"InChI=1S/C30H29ClN6O3/c1-4-39-28-16-25-23(15-26(28)36-29(38)9-7-13-37(2)3)30(20(17-32)18-34-25)35-21-10-11-27(24(31)14-21)40-19-22-8-5-6-12-33-22/h5-12,14-16,18,32H,4,13,19H2,1-3H3,(H,36,38)",0,neratinib,,CLINICAL PHARMACOLOGY
434,cefprozil,cefprozil,cefprozil,no,CC=CC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C([NH3+])c3ccc([O-])cc3)C2SC1,"InChI=1S/C18H19N3O5S/c1-2-3-10-8-27-17-13(16(24)21(17)14(10)18(25)26)20-15(23)12(19)9-4-6-11(22)7-5-9/h2-7,12-13,17,22H,8,19H2,1H3,(H,20,23)(H,25,26)",0,cefprozil,,no
435,amoxicillin,amoxicillin,amoxicillin,no,CC1(C)SC2C(NC(=O)C([NH3+])c3ccc([O-])cc3)C(=O)[NH+]2C1C(=O)[O-],"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)",0,amoxicillin,,no
436,etoposide,etoposide,etoposide,no,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1[O-],"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/p-1",0,etoposide,,no
437,brexafemme,ibrexafungerp,ibrexafungerp citrate,no,CC(C)C(C)C1(C)CCC2(C)C3CCC4C5(COCC4(C)C(OCC(C)([NH3+])C(C)(C)C)C(n4ncnc4-c4ccncc4)C5)C3=CCC2(C)C1C(=O)[O-],"InChI=1S/C44H67N5O4/c1-27(2)28(3)39(7)18-19-41(9)30-12-13-33-40(8)23-52-25-44(33,31(30)14-17-42(41,10)34(39)37(50)51)22-32(35(40)53-24-43(11,45)38(4,5)6)49-36(47-26-48-49)29-15-20-46-21-16-29/h14-16,20-21,26-28,30,32-35H,12-13,17-19,22-25,45H2,1-11H3,(H,50,51)",0,ibrexafungerp,,CLINICAL PHARMACOLOGY
438,lovastatin,lovastatin,lovastatin,no,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3",0,lovastatin,,no
439,colesevelam,colesevelam,colesevelam hydrochloride,no,C=CC[NH2+]CCCCCC[N+](C)(C)C,"InChI=1S/C12H27N2/c1-5-10-13-11-8-6-7-9-12-14(2,3)4/h5,13H,1,6-12H2,2-4H3/q+1/p+1",0,colesevelam,,no
440,rimso-50,dimethyl sulfoxide,dimethyl sulfoxide,no,C[S+](C)O,"InChI=1S/C2H7OS/c1-4(2)3/h3H,1-2H3/q+1",0,dimethyl sulfoxide,,no
441,fenofibrate,fenofibrate,fenofibrate,no,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3",0,fenofibrate,,no
442,pifeltro,doravirine,doravirine,no,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[n-]c1=O,"InChI=1S/C17H11ClF3N5O3/c1-25-13(23-24-16(25)28)8-26-3-2-12(17(19,20)21)14(15(26)27)29-11-5-9(7-22)4-10(18)6-11/h2-6H,8H2,1H3,(H,24,28)/p-1",0,doravirine,,CLINICAL PHARMACOLOGY
443,celontin,methsuximide,methsuximide,no,C[NH+]1C(=O)CC(C)(c2ccccc2)C1=O,"InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3/p+1",0,methsuximide,,no
444,zanosar,streptozocin,streptozocin,no,C[NH+](N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,"InChI=1S/C8H15N3O7/c1-11(10-18)8(17)9-4(2-12)6(15)7(16)5(14)3-13/h2,4-7,13-16H,3H2,1H3,(H,9,17)/p+1",0,streptozocin,,no
445,amondys 45,casimersen,casimersen,no,C[NH+](C)P(=O)(OCC1C[NH2+]CC(n2ccc(=N)[n-]c2=O)O1)[NH+]1CC[NH+](C(=O)OCCOCCOCCO)CC1,"InChI=1S/C22H40N7O9P/c1-26(2)39(33,37-17-18-15-24-16-20(38-18)29-4-3-19(23)25-21(29)31)28-7-5-27(6-8-28)22(32)36-14-13-35-12-11-34-10-9-30/h3-4,18,20,24,30H,5-17H2,1-2H3,(H2,23,25,31)/p+3",0,casimersen,,no
446,dacarbazine,dacarbazine,dacarbazine,no,C[NH+](C)N=Nc1[n-]cnc1C(N)=O,"InChI=1S/C6H10N6O/c1-12(2)11-10-6-4(5(7)13)8-3-9-6/h3H,1-2H3,(H3,7,8,9,11,13)",0,dacarbazine,,no
447,gilotrif,afatinib,afatinib,no,C[NH+](C)C=CCC(=O)Nc1cc2c(=Nc3ccc(F)c(Cl)c3)[n-]cnc2cc1OC1CCOC1,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3,5-6,8,10-12,14,16H,4,7,9,13H2,1-2H3,(H2,27,28,29,30,32)",0,afatinib,,CLINICAL PHARMACOLOGY
448,tigecycline,tigecycline,tigecycline,no,CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c([O-])c2c([O-])c3c(cc12)CC1C([NH+](C)C)C(=O)C(C(N)=O)C(=O)C1(O)C3O,"InChI=1S/C29H39N5O8/c1-28(2,3)31-11-17(35)32-15-10-16(33(4)5)13-8-12-9-14-21(34(6)7)24(38)20(27(30)41)26(40)29(14,42)25(39)18(12)23(37)19(13)22(15)36/h8,10,14,20-21,25,31,36-37,39,42H,9,11H2,1-7H3,(H2,30,41)(H,32,35)",0,tigecycline,,no
449,gleostine,lomustine,lomustine,no,O=N[NH+](CCCl)C(=O)NC1CCCCC1,"InChI=1S/C9H16ClN3O2/c10-6-7-13(12-15)9(14)11-8-4-2-1-3-5-8/h8H,1-7H2,(H,11,14)/p+1",0,lomustine,,no
450,chlorzoxazone,chlorzoxazone,chlorzoxazone,no,O=c1[n-]c2cc(Cl)ccc2o1,"InChI=1S/C7H4ClNO2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)/p-1",0,chlorzoxazone,,no
451,desloratadine,desloratadine,desloratadine,no,Clc1ccc2c(c1)CCc1cccnc1C2=C1CC[NH2+]CC1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2/p+1",0,desloratadine,,CLINICAL PHARMACOLOGY
452,xarelto; xarelto,rivaroxaban,rivaroxaban,no,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)",0,rivaroxaban,,no
453,lysodren,mitotane,mitotane,no,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,"InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",0,mitotane,,no
454,galafold,migalastat hydrochloride,migalastat hydrochloride,no,OCC1[NH2+]CC(O)C(O)C1O,"InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/p+1",0,migalastat hydrochloride,,CLINICAL PHARMACOLOGY
455,nouress,cysteine hydrochloride,cysteine hydrochloride,no,[NH3+]C(CS)C(=O)[O-],"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)",0,cysteine hydrochloride,,no
456,r-gene,arginine hydrochloride,arginine hydrochloride,no,NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1",0,arginine hydrochloride,,no
457,primsol,trimethoprim hydrochloride,trimethoprim hydrochloride,no,COc1cc(Cc2c[n-]c(=N)[n-]c2=N)cc(OC)c1OC,"InChI=1S/C14H16N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H2-2,15,16,17,18)/q-2",0,trimethoprim hydrochloride,,no
458,tigan,trimethobenzamide hydrochloride,trimethobenzamide hydrochloride,no,COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,"InChI=1S/C21H28N2O5/c1-23(2)10-11-28-17-8-6-15(7-9-17)14-22-21(24)16-12-18(25-3)20(27-5)19(13-16)26-4/h6-9,12-13H,10-11,14H2,1-5H3,(H,22,24)/p+1",0,trimethobenzamide hydrochloride,,no
459,chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,no,C[NH+]=C1C=[N+](O)C(c2ccccc2)c2cc(Cl)ccc2N1,"InChI=1S/C16H15ClN3O/c1-18-15-10-20(21)16(11-5-3-2-4-6-11)13-9-12(17)7-8-14(13)19-15/h2-10,16,21H,1H3,(H,18,19)/q+1/p+1",0,chlordiazepoxide hydrochloride,,no
460,ticlopidine hydrochloride,ticlopidine hydrochloride,ticlopidine hydrochloride,no,Clc1ccccc1C[NH+]1CCc2sccc2C1,"InChI=1S/C14H14ClNS/c15-13-4-2-1-3-11(13)9-16-7-5-14-12(10-16)6-8-17-14/h1-4,6,8H,5,7,9-10H2/p+1",0,ticlopidine hydrochloride,,no
461,trientine hydrochloride,trientine hydrochloride,trientine hydrochloride,no,[NH3+]CC[NH2+]CC[NH2+]CC[NH3+],"InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2/p+4",0,trientine hydrochloride,,no
