,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,DICT _ Concern
348,Clc1ccc2c(c1)C(=NCC(=S)N2CC(F)(F)F)c1ccccc1F,C17H11ClF4N2S,386.79,25,12,0.18,3,5,0,100.5,47.69,2.94,4.03,5.95,4.11,6.88,4.78,-4.93,0.0045,1.16e-05,Moderately soluble,-4.73,0.00713,1.84e-05,Moderately soluble,-7.33,1.83e-05,4.72e-08,Poorly soluble,1,0,0,1,1,1,0,0,-5.8,0,1,0,1,0,0.55,0,1,2,3.29,no
349,N=c1[n-]c(=N)c2c([n-]1)[n-]c(=N)c(n2)c1ccccc1,C12H8N7---,250.24,19,16,0.0,1,7,3,66.72,123.11,0.88,0.14,-0.79,0.28,3.16,0.73,-2.04,2.3,0.00919,Soluble,-2.28,1.31,0.00523,Soluble,-5.26,0.00138,5.5e-06,Moderately soluble,1,0,0,0,0,0,0,0,-7.73,0,1,0,0,0,0.56,0,0,0,2.74,no
350,OCCc1sc[n+](c1C)Cc1c[n-]c(nc1=N)C,C12H16N4OS,264.35,18,11,0.42,4,4,2,70.9,101.98,-0.26,0.14,0.07,-0.3,3.54,0.64,-1.76,4.64,0.0176,Very soluble,-1.84,3.84,0.0145,Very soluble,-3.71,0.0513,0.000194,Soluble,1,0,0,0,0,0,0,0,-7.81,0,0,0,0,0,0.55,0,1,0,3.06,no
351,O=C(c1ccc(cc1Cl)S(=O)(=O)C)Nc1ccc(c(c1)c1ccccn1)Cl,C19H14Cl2N2O3S,421.3,27,18,0.05,5,4,1,107.0,84.51,2.41,3.84,5.6,3.24,4.24,3.87,-5.03,0.00389,9.23e-06,Moderately soluble,-5.31,0.00206,4.89e-06,Moderately soluble,-8.51,1.31e-06,3.11e-09,Poorly soluble,1,0,0,0,1,1,0,1,-6.14,0,1,0,0,0,0.55,0,0,2,2.68,no
352,OCC1OC(C(C1OC1OC(C[NH3+])C(C(C1[NH3+])O)O)O)OC1C(O)C([NH3+])CC(C1OC1OC(C[NH3+])C(C(C1[NH3+])O)O)[NH3+],C23H52N6O13++++++,620.69,42,0,1.0,9,13,13,142.65,362.83,1.31,-8.99,-13.2,-29.31,-9.13,-11.86,2.57,230000.0,371.0,Highly soluble,2.16,89400.0,144.0,Highly soluble,5.79,382000000.0,615000.0,Soluble,0,0,1,0,0,0,0,0,-16.47,3,4,1,1,5,0.17,0,0,2,7.67,no
353,C=CC[NH3+],C3H8N+,58.1,4,0,0.33,1,0,1,20.03,27.64,1.2,0.03,-0.59,-3.54,-0.21,-0.62,-0.15,40.8,0.703,Very soluble,-0.16,39.9,0.687,Very soluble,-0.19,37.8,0.65,Soluble,0,0,0,0,0,0,0,0,-6.63,0,4,0,0,3,0.55,0,1,1,1.04,no
354,Clc1ccc(cc1)C(=O)c1ccc(cc1)OC(C(=O)[O-])(C)C,C17H14ClO4-,317.74,22,12,0.18,5,4,0,82.11,66.43,2.49,3.91,2.48,2.86,3.78,3.1,-4.35,0.0143,4.5e-05,Moderately soluble,-5.0,0.00315,9.92e-06,Moderately soluble,-5.4,0.00128,4.02e-06,Moderately soluble,1,1,0,1,1,0,0,0,-5.46,0,0,0,0,0,0.85,0,0,1,2.11,no
355,[O-]C(=O)C[N+](C)(C)C,C5H11NO2,117.15,8,0,0.8,2,2,0,28.35,40.13,-2.19,-0.13,-1.56,-3.67,-3.33,-2.18,-0.35,52.0,0.444,Very soluble,-0.26,64.5,0.551,Very soluble,-0.82,17.6,0.15,Soluble,0,0,1,0,0,0,0,0,-7.11,0,4,0,0,1,0.55,0,1,1,1.0,no
356,OC(C[N+](C)(C)C)CC(=O)[O-],C7H15NO3,161.2,11,0,0.86,4,3,1,39.13,60.36,-2.36,-0.84,-1.81,-3.79,-3.22,-2.4,-0.05,145.0,0.899,Very soluble,0.05,182.0,1.13,Highly soluble,-0.74,29.1,0.18,Soluble,1,0,0,0,0,0,0,0,-7.88,0,2,0,0,1,0.55,0,1,1,1.94,no
357,OCC[N+](C)(C)C,C5H14NO+,104.17,7,0,1.0,2,1,1,29.69,20.23,-2.14,-0.4,-0.32,-3.46,-3.0,-1.86,-0.1,82.4,0.791,Very soluble,0.44,286.0,2.75,Highly soluble,-1.26,5.74,0.0551,Soluble,0,0,0,0,0,0,0,0,-7.22,0,2,0,0,1,0.55,0,1,1,1.0,no
358,OCC(C(=O)C(C(CO)O)OC1OC(CO)C(C(C1O)O)OC1OC(C)C(C(C1O)O)[NH2+]C1C=C(CO)C(C(C1O)O)O)O,C25H44NO18+,646.61,44,0,0.88,13,18,14,139.18,333.59,0.87,-8.67,-9.75,-11.13,-6.34,-7.0,2.47,191000.0,296.0,Highly soluble,2.44,178000.0,276.0,Highly soluble,5.88,486000000.0,752000.0,Soluble,0,0,1,0,0,0,0,0,-16.4,3,4,2,1,5,0.17,0,1,2,7.27,no
359,NC(=[NH+]CCCC(C(=O)NC1CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C)Cc1[n-]cnc1)Cc1ccccc1)CCC[NH+]=C(N)N)Cc1c[nH]c2c1cccc2)C(=O)N)NC(=O)C)N,C49H69N18O9S2+,1118.32,78,20,0.43,20,11,16,315.39,500.08,1.65,-2.49,-9.67,-4.3,-0.17,-3.0,-4.07,0.0942,8.42e-05,Moderately soluble,-7.47,3.8e-05,3.4e-08,Poorly soluble,-11.23,6.55e-09,5.86e-12,Insoluble,0,0,1,0,0,0,0,0,-14.89,3,4,2,1,6,0.17,0,3,2,9.18,no
360,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCC([NH+]3C(=O)c2c(c1=O)[O-])C,C19H17F2N3O5,405.35,29,12,0.32,4,8,2,98.74,104.9,2.9,2.08,0.29,-2.71,1.62,0.83,-3.71,0.0798,0.000197,Soluble,-3.91,0.0496,0.000122,Soluble,-4.2,0.0254,6.27e-05,Moderately soluble,1,0,1,0,0,0,0,0,-7.3,0,0,0,0,0,0.55,0,0,1,4.05,no
361,Clc1cccc2c1c(=O)n(c(c2)C(N=c1[n-]cnc2c1nc[n-]2)C)c1ccccc1,C22H15ClN6O--,414.85,30,25,0.09,3,6,0,115.01,85.92,1.85,3.48,2.84,3.44,4.98,3.32,-5.02,0.00393,9.48e-06,Moderately soluble,-4.97,0.00448,1.08e-05,Moderately soluble,-8.6,1.05e-06,2.54e-09,Poorly soluble,1,0,0,0,1,1,0,0,-6.36,0,0,0,0,0,0.56,0,0,1,3.87,no
362,OC1CCC2(C(C1)CC(C1C2CCC2(C1CCC2C(CCC(=O)[O-])C)C)O)C,C24H39O4-,391.56,28,0,0.96,4,4,2,110.66,80.59,3.11,3.08,3.14,3.88,3.42,3.33,-3.94,0.0445,0.000114,Soluble,-4.44,0.0142,3.63e-05,Moderately soluble,-3.13,0.29,0.00074,Soluble,1,0,1,0,0,0,0,0,-6.5,0,0,0,0,0,0.56,0,0,1,4.89,no
363,O=C1OCC2(C(C1)CCC1C2CCC2(C1CCC2(C)O)C)C,C19H30O3,306.44,22,0,0.95,0,3,1,86.96,46.53,2.94,3.74,3.54,3.63,3.44,3.46,-4.1,0.0246,8.01e-05,Moderately soluble,-4.41,0.0119,3.9e-05,Moderately soluble,-3.56,0.084,0.000274,Soluble,1,1,0,0,0,1,0,0,-5.51,0,0,0,0,0,0.55,0,0,1,4.22,no
364,O=C(C1CN=C2C(C1)CC1(C2)C(=O)Nc2c1cccn2)Nc1cc(c2c(F)ccc(c2F)F)c(n(c1=O)CC(F)(F)F)C,C29H23F6N5O3,603.52,43,18,0.34,6,11,2,150.47,105.45,3.77,2.26,6.28,3.8,6.43,4.51,-4.92,0.00727,1.2e-05,Moderately soluble,-4.11,0.0468,7.75e-05,Moderately soluble,-9.97,6.47e-08,1.07e-10,Poorly soluble,0,0,1,0,0,0,0,1,-8.38,1,3,0,1,2,0.55,0,1,1,5.54,no
365,O=C(C1CN=C2C(C1)CC1(C2)C(=O)Nc2c1cccn2)Nc1cc(c2ccccc2)c(n(c1=O)CC(F)(F)F)C,C29H26F3N5O3,549.54,40,18,0.34,6,8,2,150.6,105.45,3.56,1.96,4.6,2.71,5.14,3.6,-4.42,0.0209,3.81e-05,Moderately soluble,-3.8,0.0872,0.000159,Soluble,-9.2,3.46e-07,6.3e-10,Poorly soluble,1,0,1,0,0,0,1,1,-8.26,1,2,0,0,0,0.55,0,0,1,5.51,no
366,[O-]C(=O)[O-],CO3--,60.01,4,0,0.0,0,3,0,6.77,63.19,-0.22,-0.13,-2.45,-1.6,-0.44,-0.97,-0.13,44.5,0.741,Very soluble,-0.74,10.8,0.181,Very soluble,1.49,1850.0,30.8,Soluble,0,0,0,0,0,0,0,0,-6.76,0,4,0,0,2,0.85,0,0,1,1.32,no
367,OCC1OC(O)C(C(C1O)O)F,C6H11FO5,182.15,12,0,1.0,1,6,4,34.63,90.15,0.69,-2.21,-1.82,-1.76,-1.4,-1.3,0.49,562.0,3.08,Highly soluble,0.85,1290.0,7.06,Highly soluble,1.76,10500.0,57.5,Soluble,1,0,1,0,0,0,0,0,-8.98,0,2,0,0,2,0.55,0,0,1,4.01,no
368,CC[NH+](c1cc(cc(c1C)C(=O)NCc1c(C)cc([n-]c1=O)C)c1ccc(cc1)C[NH+]1CCOCC1)C1CCOCC1,C34H45N4O4+,573.75,42,18,0.47,10,6,3,172.28,86.4,4.58,4.18,0.97,-4.67,6.64,2.34,-5.69,0.00118,2.05e-06,Moderately soluble,-5.7,0.00114,1.98e-06,Moderately soluble,-9.88,7.49e-08,1.31e-10,Poorly soluble,1,0,1,0,0,0,0,0,-6.83,1,3,0,0,0,0.55,0,0,3,4.47,no
369,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,C12H12N4O3,260.25,19,11,0.17,6,4,1,69.41,92.74,1.15,0.91,0.96,0.37,-0.91,0.49,-2.06,2.27,0.00872,Soluble,-2.44,0.938,0.00361,Soluble,-3.12,0.197,0.000757,Soluble,1,0,0,0,0,0,0,0,-7.24,0,0,0,0,0,0.55,0,2,0,2.16,no
370,O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])C(F)(F)F,C14H10F3NO5,329.23,23,6,0.36,4,8,0,72.78,97.03,1.21,2.31,3.89,0.77,1.75,1.99,-3.27,0.179,0.000543,Soluble,-3.99,0.034,0.000103,Soluble,-3.8,0.0521,0.000158,Soluble,1,0,0,0,1,0,0,0,-6.67,0,0,0,0,0,0.55,0,3,0,2.46,no
371,[O-]C(=O)CCC(=O)OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,C15H15Cl2N2O8-,422.19,27,6,0.4,12,8,2,93.56,161.58,1.68,1.15,-0.33,0.16,0.05,0.54,-2.55,1.18,0.00279,Soluble,-4.14,0.0307,7.28e-05,Moderately soluble,-2.76,0.735,0.00174,Soluble,0,0,0,0,1,0,0,0,-8.06,0,0,2,1,1,0.11,0,3,2,3.38,no
372,COCCCOc1ccnc(c1C)C[S+](c1[n-]c2c(n1)cccc2)O,C18H21N3O3S,359.44,25,15,0.33,8,6,1,98.43,102.66,-5.31,2.86,2.81,0.95,2.54,0.77,-3.79,0.0588,0.000164,Soluble,-4.67,0.0076,2.11e-05,Moderately soluble,-6.42,0.000136,3.78e-07,Poorly soluble,1,0,1,0,1,0,1,0,-6.46,0,0,0,0,0,0.55,0,1,2,3.78,no
373,COc1cccc(c1F)c1c(=O)n(CC(c2ccccc2)[NH2+]CCCC(=O)[O-])c(=O)n(c1C)Cc1c(F)cccc1C(F)(F)F,C32H30F5N3O5,631.59,45,24,0.28,13,10,1,156.2,109.97,4.25,2.63,4.84,0.98,7.04,3.95,-4.95,0.0071,1.12e-05,Moderately soluble,-4.59,0.0162,2.57e-05,Moderately soluble,-10.48,2.09e-08,3.31e-11,Insoluble,1,0,1,1,0,1,1,0,-8.29,1,3,1,0,1,0.55,0,0,2,4.76,no
374,OCC1OC(C(C1OC1OC(C[NH3+])C(C(C1[NH3+])O)O)O)OC1C(O)C([NH3+])CC(C1OC1OC(CO)C(C(C1[NH3+])O)O)[NH3+],C23H50N5O14+++++,620.67,42,0,1.0,9,14,13,139.85,355.42,0.69,-8.73,-12.45,-25.63,-8.9,-11.0,2.41,158000.0,255.0,Highly soluble,2.04,68700.0,111.0,Highly soluble,6.01,629000000.0,1010000.0,Soluble,0,0,1,0,0,0,0,0,-16.28,3,4,1,1,5,0.17,0,0,2,7.58,no
375,O=C(CCc1ccc(c(c1)C[NH+](CC(=O)[O-])CC[NH+](Cc1cc(CCC(=O)[O-])ccc1[O-])CC(=O)[O-])[O-])NCCCCCC(=O)NCCCCC(C(=O)[O-])NC(=O)NC(C(=O)[O-])CCC(=O)[O-],C44H56N6O17------,940.95,67,12,0.52,39,17,6,224.98,395.11,2.22,-3.88,-8.72,-8.19,2.72,-3.17,-0.79,153.0,0.163,Very soluble,-3.82,0.142,0.000151,Soluble,-6.48,0.000309,3.29e-07,Poorly soluble,0,0,1,0,0,0,0,0,-14.79,3,4,2,1,6,0.11,0,0,2,6.73,no
376,[O-]C(=O)CCC(C(=O)N=C1C(=O)[NH+]2C1SCC=C2C(=O)[O-])c1csc(=N)[n-]1,C15H12N4O6S2--,408.41,27,5,0.33,7,10,2,96.41,221.48,0.91,-0.09,-4.48,-3.35,2.07,-0.99,-1.99,4.17,0.0102,Very soluble,-4.11,0.0318,7.78e-05,Moderately soluble,-1.36,17.7,0.0434,Soluble,0,0,0,0,0,0,0,0,-8.86,0,1,1,1,1,0.11,0,1,1,4.41,no
377,O=Cc1c(cccc1[O-])OCc1cccnc1c1ccnn1C(C)C,C19H18N3O3-,336.36,25,17,0.21,6,5,0,92.83,80.07,2.71,2.69,3.91,0.94,3.14,2.68,-3.73,0.063,0.000187,Soluble,-4.02,0.0318,9.46e-05,Moderately soluble,-5.38,0.0014,4.15e-06,Moderately soluble,1,0,0,1,1,1,0,1,-6.44,0,0,0,0,0,0.56,0,1,0,2.85,no
378,O=C([N-]S(=O)(=O)C)COCCCC[NH+](c1cnc(c(n1)c1ccccc1)c1ccccc1)C(C)C,C26H32N4O4S,496.62,35,18,0.35,13,8,1,139.45,99.04,3.28,3.84,4.47,-1.24,3.74,2.82,-4.86,0.00684,1.38e-05,Moderately soluble,-5.62,0.0012,2.42e-06,Moderately soluble,-8.75,8.87e-07,1.79e-09,Poorly soluble,1,0,0,0,1,1,0,0,-6.6,0,2,1,0,0,0.55,0,0,3,3.95,no
379,CC(C[NH+](S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,C27H38N3O7S+,548.67,38,12,0.52,13,7,4,143.46,150.0,3.2,2.94,2.05,-1.69,1.46,1.59,-4.47,0.0186,3.39e-05,Moderately soluble,-5.75,0.000971,1.77e-06,Moderately soluble,-5.33,0.00255,4.66e-06,Moderately soluble,0,0,1,0,0,0,0,1,-7.56,1,3,2,1,0,0.55,0,1,2,5.81,no
380,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)[NH+](Cc1csc(n1)C(C)C)C)CC[NH+]1CCOCC1)OCc1cncs1,C40H55N7O5S2++,778.04,54,22,0.47,24,8,5,219.09,196.9,5.27,5.71,2.48,-5.8,7.63,3.06,-6.98,8.17e-05,1.05e-07,Poorly soluble,-9.61,1.9e-07,2.45e-10,Poorly soluble,-11.04,7.11e-09,9.14e-12,Insoluble,0,0,1,0,0,0,0,0,-6.99,2,3,2,1,4,0.17,0,0,3,6.78,no
381,OC(CC(CC(=O)[O-])O)CC=C1C(NC(NC1=C(C)C)N(S(=O)(=O)C)C)c1ccc(cc1)F,C22H31FN3O6S-,484.56,33,6,0.5,9,9,4,127.86,150.41,2.17,-0.94,0.51,0.42,1.01,0.63,-1.79,7.81,0.0161,Very soluble,-1.73,8.93,0.0184,Very soluble,-3.67,0.103,0.000213,Soluble,0,0,1,0,0,0,0,0,-9.92,0,1,1,1,1,0.55,0,0,2,5.22,no
382,CC(CC(B1OC(=O)C(O1)(CC(=O)[O-])CC(=O)[O-])NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)C,C20H21BCl2N2O9--,515.11,34,6,0.45,13,9,2,116.91,173.99,0.0,2.26,-1.13,0.53,1.33,0.6,-3.73,0.0959,0.000186,Soluble,-5.55,0.00145,2.82e-06,Moderately soluble,-4.62,0.0123,2.39e-05,Moderately soluble,0,0,1,1,1,0,0,0,-7.84,2,2,2,1,1,0.11,0,1,2,3.98,no
383,ON=C1CCN(C(=O)[N-]1)C1OC(C(C1O)O)COC(=O)C(C)C,C13H20N3O7-,330.31,23,0,0.77,5,9,3,82.64,128.89,2.33,-1.15,-1.14,-0.43,-1.42,-0.36,-0.83,48.5,0.147,Very soluble,-1.06,28.5,0.0862,Very soluble,0.61,1340.0,4.06,Soluble,1,0,1,0,0,0,0,0,-9.13,0,1,0,0,0,0.55,0,3,0,4.58,no
384,CC(OC(=O)C(C)C)OC(=O)NCC1(CCCCC1)CC(=O)[O-],C16H26NO6-,328.38,23,0,0.81,10,6,1,82.24,104.76,3.02,3.13,1.35,1.45,1.95,2.18,-3.19,0.213,0.000649,Soluble,-5.0,0.00329,1e-05,Moderately soluble,-2.38,1.36,0.00415,Soluble,1,0,0,0,1,0,0,0,-6.08,0,0,0,0,0,0.56,0,2,1,3.49,no
385,CC(C1CCC(CC1)C(=O)NC(C(=O)[O-])Cc1ccccc1)C,C19H26NO3-,316.41,23,6,0.58,7,3,1,89.81,69.23,2.52,4.06,1.93,2.81,3.27,2.92,-4.09,0.0257,8.12e-05,Moderately soluble,-5.22,0.00191,6.05e-06,Moderately soluble,-4.23,0.0185,5.83e-05,Moderately soluble,1,1,0,0,0,0,0,0,-5.35,0,0,0,0,0,0.85,0,0,1,3.18,no
386,[NH3+]C(C(S)(C)C)C(=O)[O-],C5H11NO2S,149.21,9,0,0.8,2,2,1,37.91,106.57,0.87,-1.78,-1.94,-3.67,-0.42,-1.39,0.49,459.0,3.08,Highly soluble,0.06,171.0,1.14,Highly soluble,0.14,207.0,1.39,Soluble,1,0,0,0,0,0,0,0,-8.47,0,3,0,0,1,0.55,0,1,1,1.83,no
387,COc1c(OC)ccnc1C[S+](c1[n-]c2c(n1)cc(cc2)OC(F)F)O,C16H15F2N3O4S,383.37,26,15,0.25,7,9,1,91.05,111.89,-4.97,3.18,3.54,0.45,1.88,0.82,-4.19,0.025,6.53e-05,Moderately soluble,-5.2,0.00241,6.3e-06,Moderately soluble,-5.54,0.00111,2.9e-06,Moderately soluble,1,0,1,0,1,0,0,0,-6.38,0,0,0,0,0,0.55,0,1,1,3.76,no
388,N=C1[N-]CNC2C1NCN2CCOCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,C20H37N5O8P-,506.51,34,0,0.85,15,13,3,137.58,158.32,3.1,0.75,0.23,0.14,-0.43,0.76,-2.46,1.74,0.00344,Soluble,-3.65,0.112,0.000222,Soluble,-3.2,0.319,0.00063,Soluble,0,0,1,0,0,0,0,0,-8.86,2,3,2,1,2,0.17,0,4,2,5.72,no
389,CC(=O)Oc1ccccc1C(=O)[O-],C9H7O4-,179.15,13,6,0.11,3,4,0,42.96,66.43,1.3,1.19,-0.02,1.51,1.1,1.02,-1.84,2.57,0.0143,Very soluble,-2.18,1.18,0.00659,Soluble,-1.85,2.55,0.0143,Soluble,1,0,0,0,0,0,0,0,-6.55,0,0,0,0,1,0.85,0,1,1,1.49,no
390,CC(=O)Oc1ccccc1C(=O)N=c1[n-]cc(s1)[N+](=O)[O-],C12H8N3O5S-,306.27,21,11,0.08,5,7,0,74.3,142.68,1.58,1.77,1.28,0.78,1.6,1.4,-2.91,0.375,0.00123,Soluble,-4.38,0.0126,4.13e-05,Moderately soluble,-3.25,0.171,0.000557,Soluble,0,0,0,1,0,0,0,0,-6.91,0,0,1,1,0,0.56,0,3,0,3.08,no
391,O=C1CCN(C(=O)[N-]1)C1OC(C(C1OC(=O)C)OC(=O)C)COC(=O)C,C15H19N2O9-,371.32,26,0,0.67,8,10,0,88.28,125.51,2.23,-0.43,-0.9,-0.04,-0.77,0.02,-1.34,16.8,0.0454,Very soluble,-1.74,6.75,0.0182,Very soluble,-0.66,80.9,0.218,Soluble,1,0,0,0,0,0,1,0,-8.87,1,1,0,0,0,0.56,0,1,2,4.47,no
392,OCC1OC(OC2C(OC(C(C2O)OS(=O)(=O)[O-])OC2C(COS(=O)(=O)[O-])OC(C(C2O)NC(=O)C)O)C(=O)[O-])C(C(C1OC1OC(C(=O)[O-])C(C(C1OS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-],C26H35N2O37S5-------,1127.87,70,0,0.88,22,38,8,186.43,672.2,-2.89,-10.77,-9.69,-8.93,-17.15,-9.89,1.4,28600.0,25.4,Highly soluble,-2.49,3.64,0.00323,Soluble,9.93,9530000000000.0,8450000000.0,Soluble,0,0,1,0,0,0,0,0,-20.83,3,4,2,1,6,0.11,0,2,2,8.21,no
393,CC(=O)N=c1[n-]nc(s1)S(=O)(=O)N,C4H5N4O3S2-,221.24,13,5,0.25,2,7,1,42.86,151.99,0.39,-0.63,-0.72,-1.88,0.78,-0.41,-0.97,23.8,0.108,Very soluble,-2.09,1.8,0.00814,Soluble,-0.88,28.9,0.131,Soluble,0,0,0,0,0,0,0,0,-8.1,0,2,1,1,2,0.11,0,0,1,2.93,no
394,CC(=O)C1C(C)C2C[N-]C(=Nc3ccc(cn3)N3CC[NH2+]CC3)NC2N(C1=O)C1CCCC1,C24H35N7O2,453.58,33,6,0.67,4,5,2,146.41,94.51,2.85,1.35,-0.91,-2.52,1.21,0.4,-3.37,0.192,0.000423,Soluble,-2.94,0.525,0.00116,Soluble,-4.65,0.0101,2.22e-05,Moderately soluble,1,0,1,0,0,0,0,0,-8.11,0,2,0,0,0,0.55,0,2,1,5.3,no
395,OC1COC(C(C1OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC1COC(C(C1OS(=O)(=O)[O-])OS(=O)(=O)[O-])O,C10H14O21S4----,598.47,35,0,1.0,10,21,2,90.61,367.39,1.68,-5.58,-1.86,-4.9,-9.2,-3.97,0.62,2520.0,4.22,Highly soluble,-1.48,20.0,0.0334,Very soluble,5.06,68200000.0,114000.0,Soluble,0,0,1,0,0,0,0,0,-13.91,2,2,1,1,3,0.11,0,2,2,5.73,no
396,O=C(c1ccccc1)NCC(=O)[O-],C9H8NO3-,178.16,13,6,0.11,4,3,1,44.07,69.23,1.06,0.31,-0.83,0.84,0.65,0.4,-1.22,10.8,0.0606,Very soluble,-1.33,8.4,0.0471,Very soluble,-2.17,1.19,0.00668,Soluble,1,0,0,0,0,0,0,0,-7.17,0,1,0,0,1,0.85,0,0,1,1.0,no
397,OCC1NC(=O)C([NH3+])CNC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CNC(=O)CC(CCC[NH3+])[NH3+])C=NC(=O)N)C1CC[NH+]=C(N1)N,C25H48N14O8++++,672.74,47,0,0.64,12,9,14,193.08,385.22,-1.05,-7.44,-14.96,-16.76,-5.15,-9.07,1.47,19800.0,29.4,Highly soluble,0.08,808.0,1.2,Highly soluble,-2.21,4.15,0.00617,Soluble,0,0,1,0,0,0,0,0,-15.69,3,4,2,1,4,0.17,0,1,2,7.61,no
398,OC(C(C)(C)C)C=Cc1ccc2c(c1)OCO2,C14H18O3,234.29,17,6,0.43,3,3,1,67.53,38.69,3.13,4.16,2.73,2.25,3.15,3.08,-3.98,0.0247,0.000106,Soluble,-4.68,0.00489,2.09e-05,Moderately soluble,-2.93,0.275,0.00117,Soluble,1,1,0,1,0,1,1,0,-4.78,0,0,0,0,0,0.55,0,0,2,3.23,no
399,[O-]C(=O)C1=CCSC2[NH+]1C(=O)C2NC(=O)C(=NOC)c1[n-]c(=N)sc1,C13H12N5O5S2-,382.39,25,5,0.31,6,9,3,90.86,202.61,0.87,0.19,-4.23,-4.2,0.88,-1.3,-2.08,3.16,0.00827,Soluble,-4.0,0.038,9.93e-05,Moderately soluble,-1.16,26.3,0.0687,Soluble,0,0,0,0,0,0,0,0,-8.5,0,1,1,1,1,0.11,0,2,1,4.43,no
400,CNC(=O)c1c(I)c(NC(=O)C)c(c(c1I)C(=O)[O-])I,C11H8I3N2O4-,612.91,20,6,0.18,5,4,2,96.92,98.33,1.56,0.58,0.99,2.75,3.48,1.87,-3.9,0.0776,0.000127,Soluble,-2.22,3.71,0.00605,Soluble,-5.08,0.00515,8.39e-06,Moderately soluble,1,0,0,0,0,0,0,1,-9.63,1,1,0,0,1,0.56,0,1,1,2.36,no
401,CC[N+](=C1C=CC(=C(c2cc(ccc2S(=O)(=O)[O-])S(=O)(=O)[O-])c2ccc(cc2)N(CC)CC)C=C1)CC,C27H31N2O6S2-,543.67,37,12,0.3,9,6,0,143.63,137.41,-7.05,3.63,5.92,3.45,1.8,1.55,-5.14,0.00391,7.18e-06,Moderately soluble,-6.2,0.00034,6.26e-07,Poorly soluble,-6.68,0.000112,2.07e-07,Poorly soluble,0,0,1,0,0,0,0,0,-7.04,1,3,0,2,0,0.56,1,3,3,4.73,no
402,O[S+](CCCC(C(F)(F)F)(F)F)CCCCCCCCCC1Cc2cc([O-])ccc2C2C1C1CCC(C1(CC2)C)O,C32H47F5O3S,606.77,41,6,0.81,15,8,2,156.76,88.82,-10.98,10.36,11.56,6.02,7.47,4.89,-9.25,3.44e-07,5.66e-10,Poorly soluble,-12.17,4.13e-10,6.81e-13,Insoluble,-9.1,4.86e-07,8.02e-10,Poorly soluble,0,0,1,0,0,0,0,0,-2.65,2,4,1,1,2,0.17,0,2,3,6.03,no
403,C#CC1(O)CCC2C1(CC)CCC1C2CC=C2C1CCC(=O)C2,C21H28O2,312.45,23,0,0.76,1,2,1,93.43,37.3,3.16,2.73,3.96,3.95,4.17,3.59,-3.43,0.116,0.000371,Soluble,-3.17,0.212,0.00068,Soluble,-3.57,0.0835,0.000267,Soluble,1,1,0,0,0,1,0,0,-6.27,0,0,0,0,0,0.55,0,2,0,5.29,no
404,C#CC1(O)CCC2C1(C)CCC1C2CC=C2C1CCC(=O)C2,C20H26O2,298.42,22,0,0.75,0,2,1,88.63,37.3,2.88,2.66,3.57,3.73,3.78,3.32,-3.37,0.128,0.000431,Soluble,-3.09,0.24,0.000804,Soluble,-3.17,0.199,0.000668,Soluble,1,1,0,0,0,1,0,0,-6.23,0,0,0,0,0,0.55,0,2,0,5.17,no
405,O=C1CCC2(C(=C1)C1CC1C1C2CCC2(C1C1CC1C12CCC(=O)O1)C)C,C24H30O3,366.49,27,0,0.83,0,3,0,103.21,43.37,3.13,2.47,4.31,4.53,4.12,3.71,-3.67,0.0787,0.000215,Soluble,-3.03,0.346,0.000944,Soluble,-4.31,0.0178,4.86e-05,Moderately soluble,1,1,0,0,0,0,0,0,-6.78,1,0,0,0,0,0.55,0,0,1,5.63,no
